Sample,Label
"For UK,  You can travel to the UK before your course start date even if it’s not allowed on your UK Student visa.",0
"For UK,  You can work as a professional athlete while studying in the UK on a UK Student visa.",0
"For USA,  You must pay the SEVIS I-901 fee before applying for your student visa.",1
Employers resolve mechanism proper a to with must workplace grievance provide workers issues.,1
"For Confirmation course must you can for Studies a provider your Acceptance with is You a of that and provide UK, show licensed institution (CAS).",1
"For UK,  You can work full-time during term time on a UK Student visa if you’re studying part-time.",0
Workers who are dismissed from their job cannot claim compensation for unfair dismissal if they are employed at will.,0
"For USA,  You can remain in the US after your program ends without reapplying for a visa.",0
"For USA,  You do not need to pay the SEVIS I-901 fee for your student visa application.",0
"For UK,  You do not need to submit any supporting documents when applying for a UK Student visa if you are from a country listed under the differential evidence requirement.",0
Employees working in dangerous environments should be given additional health checks.,1
"For USA,  You must complete the DS-160 form online and print the confirmation page for your visa interview.",1
"For UK,  You must submit a valid passport as part of your application for a UK Student visa.",1
"For UK,  Your course must begin within 28 days of your current visa expiring if you're applying from inside the UK.",1
